aqiMajorPollutant,airQualityLevel,observationDateTime,deviceStatus,airQualityIndex,id,co.avgOverTime,pm10.avgOverTime,pm2p5.avgOverTime,so2.avgOverTime,airTemperature.avgOverTime,o3.avgOverTime,atmosphericPressure.avgOverTime,uv.avgOverTime,illuminance.avgOverTime,relativeHumidity.avgOverTime,co2.avgOverTime,ambientNoise.avgOverTime,no2.avgOverTime
PM10,SATISFACTORY,2022-01-02 03:46:15+05:30,ACTIVE,95,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3d3a569a-1a89-c3b6-671c-5675e4132c32,0.64,127.7,85.17,0.0,19.42,1.96,0.94,0.0,19.07,76.4,373.86,64.39,54.33
PM2.5,VERY_POOR,2022-01-02 03:46:15+05:30,ACTIVE,339,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,1.98,249.45,162.93,1.56,21.16,17.56,0.94,0.0,3.64,83.79,568.05,91.1,25.3
PM2.5,VERY_POOR,2022-01-02 03:46:20+05:30,ACTIVE,374,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,0.92,306.05,207.32,3.61,20.82,18.51,0.94,0.0,4.76,78.63,106.2,68.41,65.21
PM2.5,MODERATE,2022-01-02 03:46:22+05:30,ACTIVE,146,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/145bacfd-da11-d35f-ed80-ce7475d9bf3d,0.93,110.87,81.55,3.79,20.53,1.5,0.94,0.0,1.72,79.58,0.0,73.47,57.51
PM2.5,POOR,2022-01-02 04:01:09+05:30,ACTIVE,288,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2353b250-df9a-4108-8e2c-240955969d7e,1.38,195.77,124.98,1.39,20.84,0.0,0.94,0.0,1.42,80.62,0.0,69.84,74.8
PM2.5,VERY_POOR,2022-01-02 04:01:09+05:30,ACTIVE,343,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,1.97,290.4,202.65,0.96,20.94,2.34,0.94,0.0,0.76,77.74,277.25,66.85,52.69
PM2.5,MODERATE,2022-01-02 04:01:09+05:30,ACTIVE,114,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/02b868e6-59f7-9359-3ae3-6feaf0e6bd9f,1.38,159.29,110.09,5.35,20.72,6.52,0.93,0.0,1.76,77.53,38.44,65.41,76.25
PM2.5,VERY_POOR,2022-01-02 04:01:09+05:30,ACTIVE,343,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,1.97,290.4,202.65,0.96,20.94,2.34,0.94,0.0,0.76,77.74,277.25,66.85,52.69
PM2.5,POOR,2022-01-02 04:01:10+05:30,ACTIVE,205,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0541f9dd-2787-d791-9340-c30da7750de7,1.02,161.53,114.03,0.0,19.24,0.63,0.94,0.0,1.8,81.35,127.99,65.94,79.49
CO,MODERATE,2022-01-02 04:01:10+05:30,ACTIVE,116,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/f40c0b8e-248f-9f62-414e-7e2a7065d53e,1.77,34.93,22.97,0.0,19.36,6.44,0.95,0.0,6.65,84.13,146.95,59.89,44.56
CO,MODERATE,2022-01-02 04:01:10+05:30,ACTIVE,134,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,2.11,81.12,52.34,2.24,21.66,9.68,0.94,0.0,3.06,78.64,508.09,71.11,52.0
CO,MODERATE,2022-01-02 04:01:10+05:30,ACTIVE,108,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0ede317b-62b5-86e2-de37-604271f37d73,1.75,33.21,23.96,0.0,19.52,11.04,0.94,0.0,1.6,87.06,822.85,71.51,33.18
PM2.5,POOR,2022-01-02 04:01:11+05:30,ACTIVE,293,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8cff12b2-b8be-1230-c5f6-ca96b4e4e441,1.05,234.77,164.13,0.4,19.64,18.18,0.94,0.0,1.27,80.08,538.95,68.67,36.44
PM2.5,POOR,2022-01-02 04:01:12+05:30,ACTIVE,295,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,1.58,164.51,117.06,3.12,21.29,6.49,0.94,0.0,1.99,80.87,0.0,80.4,41.25
PM2.5,POOR,2022-01-02 04:01:12+05:30,ACTIVE,295,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,1.58,164.51,117.06,3.12,21.29,6.49,0.94,0.0,1.99,80.87,0.0,80.4,41.25
PM2.5,POOR,2022-01-02 04:01:12+05:30,ACTIVE,295,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,1.58,164.51,117.06,3.12,21.29,6.49,0.94,0.0,1.99,80.87,0.0,80.4,41.25
PM2.5,POOR,2022-01-02 04:01:12+05:30,ACTIVE,295,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,1.58,164.51,117.06,3.12,21.29,6.49,0.94,0.0,1.99,80.87,0.0,80.4,41.25
PM2.5,VERY_POOR,2022-01-02 04:01:14+05:30,ACTIVE,358,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a1198ebc-db62-1c31-28c6-09d51441f153,1.64,297.69,204.54,1.13,21.05,34.51,0.94,0.0,4.24,83.7,248.71,71.2,11.63
PM2.5,VERY_POOR,2022-01-02 04:01:15+05:30,ACTIVE,320,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3c4ebd7e-00e2-3881-ca79-281a1ba5bc22,0.85,186.47,125.88,2.16,20.56,8.83,0.94,0.0,0.16,79.27,401.2,60.65,50.76
CO,MODERATE,2022-01-02 04:01:16+05:30,ACTIVE,111,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b4b9e3b8-fcfa-08c2-a9c5-2093748a116c,2.38,99.92,68.7,0.0,20.67,16.75,0.94,0.0,1.56,85.22,346.59,72.84,0.0
PM10,SATISFACTORY,2022-01-02 04:01:17+05:30,ACTIVE,95,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3d3a569a-1a89-c3b6-671c-5675e4132c32,0.65,130.91,89.81,0.0,19.25,1.49,0.94,0.0,19.06,76.49,374.24,64.94,54.45
PM2.5,VERY_POOR,2022-01-02 04:01:17+05:30,ACTIVE,339,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,1.87,244.26,158.9,1.33,21.14,16.81,0.94,0.0,3.71,83.93,564.13,91.25,26.55
PM2.5,VERY_POOR,2022-01-02 04:01:22+05:30,ACTIVE,374,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,0.78,285.13,194.41,3.48,20.68,18.49,0.94,0.0,4.72,79.34,100.25,68.97,63.04
PM2.5,MODERATE,2022-01-02 04:01:24+05:30,ACTIVE,146,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/145bacfd-da11-d35f-ed80-ce7475d9bf3d,0.97,111.15,82.31,3.7,20.54,2.09,0.94,0.0,1.7,79.65,0.04,71.83,53.33
CO,MODERATE,2022-01-02 04:16:08+05:30,ACTIVE,120,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/12bd3b5b-a189-0d10-3a1f-20a0ba699d7f,1.56,127.08,90.69,0.98,20.08,35.79,0.93,0.0,3.7,78.3,0.0,67.5,33.23
CO,MODERATE,2022-01-02 04:16:10+05:30,ACTIVE,127,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,1.91,79.85,51.84,1.83,21.61,10.95,0.94,0.0,3.06,78.38,500.81,71.51,49.07
PM2.5,MODERATE,2022-01-02 04:16:10+05:30,ACTIVE,195,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0541f9dd-2787-d791-9340-c30da7750de7,0.98,163.0,114.8,0.0,19.35,0.9,0.94,0.0,1.79,80.9,124.66,66.38,78.71
PM2.5,POOR,2022-01-02 04:16:10+05:30,ACTIVE,285,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2353b250-df9a-4108-8e2c-240955969d7e,1.34,184.95,121.14,1.46,20.85,0.0,0.94,0.0,1.54,80.56,0.0,69.32,71.34
PM2.5,MODERATE,2022-01-02 04:16:10+05:30,ACTIVE,125,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/02b868e6-59f7-9359-3ae3-6feaf0e6bd9f,1.29,154.22,107.57,5.25,20.66,5.22,0.93,0.0,1.72,77.65,30.31,66.85,74.63
PM2.5,VERY_POOR,2022-01-02 04:16:10+05:30,ACTIVE,341,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,2.02,295.08,204.47,1.01,20.95,2.18,0.94,0.0,1.11,77.59,279.35,67.52,53.23
PM2.5,VERY_POOR,2022-01-02 04:16:10+05:30,ACTIVE,341,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,2.02,295.08,204.47,1.01,20.95,2.18,0.94,0.0,1.11,77.59,279.35,67.52,53.23
PM2.5,POOR,2022-01-02 04:16:11+05:30,ACTIVE,286,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8cff12b2-b8be-1230-c5f6-ca96b4e4e441,1.02,255.07,180.64,0.4,19.56,19.27,0.94,0.0,1.29,80.5,534.5,70.01,34.67
PM2.5,POOR,2022-01-02 04:16:12+05:30,ACTIVE,287,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,1.39,167.95,119.62,2.82,21.32,5.83,0.94,0.0,1.8,80.27,0.0,79.88,41.2
CO,MODERATE,2022-01-02 04:16:12+05:30,ACTIVE,107,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0ede317b-62b5-86e2-de37-604271f37d73,1.54,34.34,24.88,0.0,19.62,11.85,0.94,0.0,1.58,86.22,782.04,71.8,39.45
PM2.5,POOR,2022-01-02 04:16:12+05:30,ACTIVE,287,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,1.39,167.95,119.62,2.82,21.32,5.83,0.94,0.0,1.8,80.27,0.0,79.88,41.2
PM2.5,POOR,2022-01-02 04:16:12+05:30,ACTIVE,287,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,1.39,167.95,119.62,2.82,21.32,5.83,0.94,0.0,1.8,80.27,0.0,79.88,41.2
CO,MODERATE,2022-01-02 04:16:12+05:30,ACTIVE,109,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/f40c0b8e-248f-9f62-414e-7e2a7065d53e,1.78,35.31,22.8,0.0,19.5,2.91,0.95,0.0,6.6,84.62,150.61,59.87,44.56
PM2.5,POOR,2022-01-02 04:16:12+05:30,ACTIVE,287,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,1.39,167.95,119.62,2.82,21.32,5.83,0.94,0.0,1.8,80.27,0.0,79.88,41.2
PM2.5,VERY_POOR,2022-01-02 04:16:14+05:30,ACTIVE,357,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a1198ebc-db62-1c31-28c6-09d51441f153,1.58,324.65,219.71,1.09,21.14,36.36,0.94,0.0,4.21,83.83,249.95,71.04,7.9
CO,MODERATE,2022-01-02 04:16:15+05:30,ACTIVE,110,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b4b9e3b8-fcfa-08c2-a9c5-2093748a116c,2.29,97.18,66.99,0.0,20.67,12.48,0.94,0.0,1.56,84.84,331.64,73.71,0.0
PM2.5,VERY_POOR,2022-01-02 04:16:15+05:30,ACTIVE,319,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3c4ebd7e-00e2-3881-ca79-281a1ba5bc22,0.86,192.21,131.06,2.13,20.61,9.26,0.94,0.0,0.16,79.22,404.3,60.6,49.78
PM2.5,VERY_POOR,2022-01-02 04:16:16+05:30,ACTIVE,337,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,1.83,223.38,124.25,1.25,21.19,17.72,0.94,0.0,3.69,83.89,563.61,89.35,25.1
PM10,SATISFACTORY,2022-01-02 04:16:17+05:30,ACTIVE,99,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3d3a569a-1a89-c3b6-671c-5675e4132c32,0.64,131.22,90.98,0.0,19.03,1.91,0.94,0.0,19.15,77.13,361.18,64.66,58.14
PM2.5,VERY_POOR,2022-01-02 04:16:22+05:30,ACTIVE,372,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,0.72,258.5,179.26,3.31,20.59,18.36,0.94,0.0,4.74,79.37,98.15,69.82,60.17
PM2.5,MODERATE,2022-01-02 04:16:24+05:30,ACTIVE,142,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/145bacfd-da11-d35f-ed80-ce7475d9bf3d,1.0,111.53,83.22,3.5,20.46,7.2,0.94,0.0,1.66,80.82,25.82,69.78,37.49
CO,MODERATE,2022-01-02 04:31:08+05:30,ACTIVE,120,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/12bd3b5b-a189-0d10-3a1f-20a0ba699d7f,1.53,126.75,90.68,0.87,20.03,35.47,0.93,0.0,4.03,78.58,0.0,68.4,33.09
PM2.5,POOR,2022-01-02 04:31:10+05:30,ACTIVE,286,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8cff12b2-b8be-1230-c5f6-ca96b4e4e441,0.96,270.65,191.55,0.3,19.33,19.23,0.94,0.0,1.3,81.38,525.1,70.08,34.31
PM2.5,MODERATE,2022-01-02 04:31:10+05:30,ACTIVE,125,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/02b868e6-59f7-9359-3ae3-6feaf0e6bd9f,1.23,159.86,111.59,5.17,20.66,5.27,0.93,0.0,1.71,77.39,26.77,67.54,74.05
PM2.5,MODERATE,2022-01-02 04:31:10+05:30,ACTIVE,195,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0541f9dd-2787-d791-9340-c30da7750de7,0.87,161.06,113.39,0.0,19.35,0.94,0.94,0.0,1.85,80.82,122.81,67.37,76.1
CO,MODERATE,2022-01-02 04:31:10+05:30,ACTIVE,127,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,1.73,77.11,51.46,1.5,21.61,12.3,0.94,0.0,3.06,77.75,494.76,72.71,47.48
PM2.5,VERY_POOR,2022-01-02 04:31:10+05:30,ACTIVE,341,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,1.98,292.77,205.73,1.01,21.03,3.19,0.94,0.0,1.45,77.5,283.86,66.69,50.55
PM2.5,POOR,2022-01-02 04:31:10+05:30,ACTIVE,285,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2353b250-df9a-4108-8e2c-240955969d7e,1.28,183.21,118.7,1.47,20.92,0.0,0.94,0.0,1.47,80.6,0.0,68.64,67.25
PM2.5,VERY_POOR,2022-01-02 04:31:10+05:30,ACTIVE,341,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,1.98,292.77,205.73,1.01,21.03,3.19,0.94,0.0,1.45,77.5,283.86,66.69,50.55
PM2.5,POOR,2022-01-02 04:31:12+05:30,ACTIVE,287,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,1.29,169.45,122.38,2.72,21.39,4.51,0.94,0.0,1.79,79.84,0.0,79.91,39.77
CO,MODERATE,2022-01-02 04:31:12+05:30,ACTIVE,107,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0ede317b-62b5-86e2-de37-604271f37d73,1.49,34.24,24.21,0.0,19.68,10.92,0.94,0.0,1.52,85.9,766.9,69.94,33.21
PM2.5,POOR,2022-01-02 04:31:12+05:30,ACTIVE,287,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,1.29,169.45,122.38,2.72,21.39,4.51,0.94,0.0,1.79,79.84,0.0,79.91,39.77
PM2.5,POOR,2022-01-02 04:31:12+05:30,ACTIVE,287,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,1.29,169.45,122.38,2.72,21.39,4.51,0.94,0.0,1.79,79.84,0.0,79.91,39.77
PM2.5,POOR,2022-01-02 04:31:12+05:30,ACTIVE,287,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,1.29,169.45,122.38,2.72,21.39,4.51,0.94,0.0,1.79,79.84,0.0,79.91,39.77
CO,MODERATE,2022-01-02 04:31:12+05:30,ACTIVE,109,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/f40c0b8e-248f-9f62-414e-7e2a7065d53e,1.28,32.57,22.43,0.0,19.79,0.0,0.94,0.0,6.57,83.97,126.85,59.92,44.6
PM2.5,VERY_POOR,2022-01-02 04:31:14+05:30,ACTIVE,357,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a1198ebc-db62-1c31-28c6-09d51441f153,1.48,289.7,196.1,0.91,21.09,37.1,0.94,0.0,4.24,83.94,240.86,71.83,7.15
PM2.5,VERY_POOR,2022-01-02 04:31:15+05:30,ACTIVE,337,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,1.85,226.22,126.86,1.27,21.18,17.86,0.94,0.0,3.64,84.12,563.23,87.02,23.73
PM2.5,VERY_POOR,2022-01-02 04:31:15+05:30,ACTIVE,319,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3c4ebd7e-00e2-3881-ca79-281a1ba5bc22,0.97,198.68,137.01,2.15,20.58,9.05,0.94,0.0,0.16,79.15,406.22,60.71,48.31
CO,MODERATE,2022-01-02 04:31:15+05:30,ACTIVE,110,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b4b9e3b8-fcfa-08c2-a9c5-2093748a116c,2.17,93.79,65.7,0.0,20.76,12.84,0.94,0.0,1.56,84.52,321.25,73.8,0.0
PM10,SATISFACTORY,2022-01-02 04:31:17+05:30,ACTIVE,99,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3d3a569a-1a89-c3b6-671c-5675e4132c32,0.66,129.28,89.64,0.0,18.94,1.58,0.94,0.0,19.22,77.78,359.04,64.9,59.68
PM2.5,VERY_POOR,2022-01-02 04:31:22+05:30,ACTIVE,372,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,0.67,244.93,171.1,3.23,20.6,17.66,0.94,0.0,4.8,79.31,95.02,69.73,58.67
PM2.5,MODERATE,2022-01-02 04:31:24+05:30,ACTIVE,142,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/145bacfd-da11-d35f-ed80-ce7475d9bf3d,1.01,108.62,80.23,3.4,20.23,10.53,0.94,0.0,1.68,82.38,76.68,69.53,29.68
CO,MODERATE,2022-01-02 04:46:08+05:30,ACTIVE,120,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/12bd3b5b-a189-0d10-3a1f-20a0ba699d7f,1.55,126.1,87.67,0.74,20.0,36.23,0.93,0.0,4.05,78.75,0.0,70.95,30.21
PM2.5,VERY_POOR,2022-01-02 04:46:10+05:30,ACTIVE,341,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,1.78,277.99,196.19,0.76,21.04,4.16,0.94,0.0,1.48,77.63,280.79,66.09,47.78
PM2.5,POOR,2022-01-02 04:46:10+05:30,ACTIVE,285,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2353b250-df9a-4108-8e2c-240955969d7e,1.24,185.39,119.83,1.32,20.93,0.0,0.94,0.0,1.34,80.4,0.0,68.59,68.38
CO,MODERATE,2022-01-02 04:46:10+05:30,ACTIVE,127,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,1.6,72.99,50.38,1.31,21.62,13.02,0.94,0.0,3.05,77.39,487.52,72.77,46.73
PM2.5,VERY_POOR,2022-01-02 04:46:10+05:30,ACTIVE,341,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,1.78,277.99,196.19,0.76,21.04,4.16,0.94,0.0,1.48,77.63,280.79,66.09,47.78
PM2.5,MODERATE,2022-01-02 04:46:10+05:30,ACTIVE,125,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/02b868e6-59f7-9359-3ae3-6feaf0e6bd9f,1.43,170.82,115.61,5.25,20.64,5.2,0.93,0.0,1.76,77.53,38.94,67.38,74.55
PM2.5,POOR,2022-01-02 04:46:10+05:30,ACTIVE,286,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8cff12b2-b8be-1230-c5f6-ca96b4e4e441,0.93,277.27,195.53,0.23,19.17,16.91,0.94,0.0,1.31,82.02,524.9,70.47,38.19
PM2.5,MODERATE,2022-01-02 04:46:10+05:30,ACTIVE,195,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0541f9dd-2787-d791-9340-c30da7750de7,0.72,157.51,110.6,0.0,19.32,1.14,0.94,0.0,1.83,80.85,119.61,67.42,74.28
CO,MODERATE,2022-01-02 04:46:11+05:30,ACTIVE,107,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0ede317b-62b5-86e2-de37-604271f37d73,1.58,33.92,23.71,0.0,19.75,10.06,0.94,0.0,1.33,86.12,778.91,70.15,23.87
PM2.5,POOR,2022-01-02 04:46:12+05:30,ACTIVE,287,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,1.27,164.13,118.45,2.69,21.37,4.41,0.94,0.0,1.79,80.3,0.0,79.91,39.59
PM2.5,POOR,2022-01-02 04:46:12+05:30,ACTIVE,287,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,1.27,164.13,118.45,2.69,21.37,4.41,0.94,0.0,1.79,80.3,0.0,79.91,39.59
CO,MODERATE,2022-01-02 04:46:12+05:30,ACTIVE,109,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/f40c0b8e-248f-9f62-414e-7e2a7065d53e,1.04,32.3,22.67,0.0,20.0,0.0,0.94,0.0,6.62,82.7,114.04,59.97,44.65
PM2.5,POOR,2022-01-02 04:46:12+05:30,ACTIVE,287,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,1.27,164.13,118.45,2.69,21.37,4.41,0.94,0.0,1.79,80.3,0.0,79.91,39.59
PM2.5,POOR,2022-01-02 04:46:12+05:30,ACTIVE,287,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,1.27,164.13,118.45,2.69,21.37,4.41,0.94,0.0,1.79,80.3,0.0,79.91,39.59
