aqiMajorPollutant,airQualityLevel,observationDateTime,deviceStatus,airQualityIndex,id,co.avgOverTime,pm10.avgOverTime,pm2p5.avgOverTime,so2.avgOverTime,airTemperature.avgOverTime,o3.avgOverTime,atmosphericPressure.avgOverTime,uv.avgOverTime,illuminance.avgOverTime,relativeHumidity.avgOverTime,co2.avgOverTime,ambientNoise.avgOverTime,no2.avgOverTime
PM2.5,POOR,2022-01-02 17:16:10+05:30,ACTIVE,219,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.71,83.84,57.91,2.45,27.95,29.22,0.94,0.05,955.24,55.44,335.56,76.35,51.51
PM2.5,POOR,2022-01-02 17:16:10+05:30,ACTIVE,221,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/02b868e6-59f7-9359-3ae3-6feaf0e6bd9f,1.83,75.98,42.88,6.98,28.18,30.22,0.93,0.14,2793.1,52.62,92.91,78.03,85.17
NO2,SATISFACTORY,2022-01-02 17:16:10+05:30,ACTIVE,57,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0ede317b-62b5-86e2-de37-604271f37d73,0.51,17.47,8.19,0.04,29.96,56.7,0.94,0.22,11235.73,54.35,447.77,77.27,33.67
PM2.5,MODERATE,2022-01-02 17:16:10+05:30,ACTIVE,161,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0541f9dd-2787-d791-9340-c30da7750de7,1.28,47.98,29.76,0.0,29.25,35.65,0.94,0.17,1661.84,52.85,0.0,71.32,82.52
PM2.5,POOR,2022-01-02 17:16:11+05:30,ACTIVE,249,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,0.82,83.6,56.24,2.52,31.09,22.71,0.94,0.19,2457.86,51.22,19.13,84.93,37.82
PM2.5,POOR,2022-01-02 17:16:11+05:30,ACTIVE,249,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,0.82,83.6,56.24,2.52,31.09,22.71,0.94,0.19,2457.86,51.22,19.13,84.93,37.82
CO,SATISFACTORY,2022-01-02 17:16:11+05:30,ACTIVE,75,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/f40c0b8e-248f-9f62-414e-7e2a7065d53e,1.64,25.48,11.8,1.17,29.96,63.93,0.93,0.04,2618.58,50.08,96.12,60.31,42.2
PM2.5,POOR,2022-01-02 17:16:11+05:30,ACTIVE,249,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,0.82,83.6,56.24,2.52,31.09,22.71,0.94,0.19,2457.86,51.22,19.13,84.93,37.82
PM2.5,POOR,2022-01-02 17:16:11+05:30,ACTIVE,249,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,0.82,83.6,56.24,2.52,31.09,22.71,0.94,0.19,2457.86,51.22,19.13,84.93,37.82
PM2.5,VERY_POOR,2022-01-02 17:16:11+05:30,ACTIVE,350,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a1198ebc-db62-1c31-28c6-09d51441f153,1.16,165.32,106.81,0.86,28.42,62.89,0.94,0.34,2216.14,53.81,422.44,83.72,11.24
PM2.5,VERY_POOR,2022-01-02 17:16:13+05:30,ACTIVE,328,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.8,154.57,74.52,0.0,29.18,34.58,0.94,0.02,144.45,52.65,525.31,81.62,25.7
PM2.5,VERY_POOR,2022-01-02 17:16:13+05:30,ACTIVE,307,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3c4ebd7e-00e2-3881-ca79-281a1ba5bc22,0.27,99.0,65.25,1.54,32.98,55.0,0.94,0.49,4466.94,42.2,373.34,65.31,51.48
PM2.5,MODERATE,2022-01-02 17:16:15+05:30,ACTIVE,180,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3d3a569a-1a89-c3b6-671c-5675e4132c32,0.74,74.38,37.97,0.0,31.89,39.81,0.93,0.13,8486.15,43.71,362.16,78.75,47.25
PM2.5,SATISFACTORY,2022-01-02 17:16:15+05:30,ACTIVE,76,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b4b9e3b8-fcfa-08c2-a9c5-2093748a116c,1.09,45.25,20.92,0.56,30.31,17.15,0.94,0.19,3182.08,49.18,199.6,80.93,62.48
PM2.5,VERY_POOR,2022-01-02 17:16:20+05:30,ACTIVE,345,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,0.9,125.87,80.51,4.68,29.1,82.14,0.94,0.13,2108.09,53.04,205.95,74.25,50.53
PM2.5,MODERATE,2022-01-02 17:16:22+05:30,ACTIVE,110,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/145bacfd-da11-d35f-ed80-ce7475d9bf3d,0.89,47.9,29.68,4.66,32.03,26.32,0.94,0.07,1660.56,47.25,0.0,71.31,40.03
PM2.5,MODERATE,2022-01-02 17:31:08+05:30,ACTIVE,162,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/12bd3b5b-a189-0d10-3a1f-20a0ba699d7f,0.87,36.23,21.64,0.19,28.84,63.42,0.93,0.04,1763.65,51.96,0.0,80.54,26.96
PM2.5,VERY_POOR,2022-01-02 17:31:08+05:30,ACTIVE,326,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,1.08,120.93,78.08,0.01,28.91,5.03,0.94,0.0,112.55,54.63,295.83,77.68,78.55
PM2.5,VERY_POOR,2022-01-02 17:31:08+05:30,ACTIVE,326,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,1.08,120.93,78.08,0.01,28.91,5.03,0.94,0.0,112.55,54.63,295.83,77.68,78.55
PM2.5,POOR,2022-01-02 17:31:08+05:30,ACTIVE,268,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2353b250-df9a-4108-8e2c-240955969d7e,1.07,123.19,63.77,1.42,30.38,13.17,0.94,0.04,4566.19,51.11,0.0,68.68,69.21
PM2.5,MODERATE,2022-01-02 17:31:10+05:30,ACTIVE,161,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0541f9dd-2787-d791-9340-c30da7750de7,1.48,50.34,30.32,0.13,29.19,29.89,0.94,0.12,1373.89,53.09,0.0,71.28,92.38
PM2.5,POOR,2022-01-02 17:31:10+05:30,ACTIVE,219,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.73,85.83,57.6,2.4,27.75,27.97,0.94,0.03,688.15,56.09,339.03,76.23,51.39
PM2.5,POOR,2022-01-02 17:31:10+05:30,ACTIVE,221,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/02b868e6-59f7-9359-3ae3-6feaf0e6bd9f,1.72,71.68,43.38,6.66,27.72,30.75,0.93,0.1,2127.37,54.09,91.47,77.93,86.41
NO2,SATISFACTORY,2022-01-02 17:31:10+05:30,ACTIVE,57,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0ede317b-62b5-86e2-de37-604271f37d73,0.39,15.37,7.89,0.02,29.44,56.72,0.94,0.15,8054.47,55.32,429.42,77.49,33.72
PM10,SATISFACTORY,2022-01-02 17:31:10+05:30,ACTIVE,78,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,0.89,36.57,16.69,1.42,31.11,19.71,0.94,0.1,901.43,46.35,409.06,72.53,76.65
PM2.5,VERY_POOR,2022-01-02 17:31:12+05:30,ACTIVE,350,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a1198ebc-db62-1c31-28c6-09d51441f153,1.54,168.76,108.55,2.27,28.26,53.39,0.94,0.25,1834.15,54.92,420.84,83.59,18.53
CO,SATISFACTORY,2022-01-02 17:31:12+05:30,ACTIVE,75,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/f40c0b8e-248f-9f62-414e-7e2a7065d53e,2.08,28.02,12.37,1.6,30.04,68.85,0.93,0.02,2176.5,50.06,111.97,60.26,42.29
PM2.5,POOR,2022-01-02 17:31:12+05:30,ACTIVE,249,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,0.67,87.8,60.41,2.4,30.61,24.63,0.94,0.13,1931.45,52.59,5.53,84.79,38.34
PM2.5,POOR,2022-01-02 17:31:12+05:30,ACTIVE,249,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,0.67,87.8,60.41,2.4,30.61,24.63,0.94,0.13,1931.45,52.59,5.53,84.79,38.34
PM2.5,POOR,2022-01-02 17:31:12+05:30,ACTIVE,249,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,0.67,87.8,60.41,2.4,30.61,24.63,0.94,0.13,1931.45,52.59,5.53,84.79,38.34
PM2.5,POOR,2022-01-02 17:31:12+05:30,ACTIVE,249,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,0.67,87.8,60.41,2.4,30.61,24.63,0.94,0.13,1931.45,52.59,5.53,84.79,38.34
PM2.5,VERY_POOR,2022-01-02 17:31:13+05:30,ACTIVE,307,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3c4ebd7e-00e2-3881-ca79-281a1ba5bc22,0.36,106.55,68.95,1.88,32.13,54.4,0.94,0.34,3536.0,44.46,371.52,64.96,56.22
PM2.5,VERY_POOR,2022-01-02 17:31:13+05:30,ACTIVE,328,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.92,148.05,73.6,0.01,28.9,32.03,0.94,0.01,115.27,53.45,527.69,82.67,31.38
PM2.5,MODERATE,2022-01-02 17:31:15+05:30,ACTIVE,180,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3d3a569a-1a89-c3b6-671c-5675e4132c32,0.8,78.13,38.18,0.06,31.68,38.73,0.93,0.09,5836.44,44.82,367.06,78.77,50.07
PM2.5,SATISFACTORY,2022-01-02 17:31:15+05:30,ACTIVE,76,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b4b9e3b8-fcfa-08c2-a9c5-2093748a116c,0.99,43.05,20.54,0.61,30.06,19.72,0.94,0.13,2573.18,49.99,200.77,80.79,61.39
PM2.5,VERY_POOR,2022-01-02 17:31:20+05:30,ACTIVE,345,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,0.89,142.7,88.37,4.54,29.0,80.22,0.94,0.09,1759.0,53.63,205.34,74.62,50.9
PM2.5,MODERATE,2022-01-02 17:31:22+05:30,ACTIVE,110,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/145bacfd-da11-d35f-ed80-ce7475d9bf3d,0.84,48.7,29.52,4.75,31.38,25.63,0.94,0.05,1277.5,49.09,0.0,71.32,46.18
PM2.5,POOR,2022-01-02 17:46:09+05:30,ACTIVE,268,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2353b250-df9a-4108-8e2c-240955969d7e,1.33,127.59,64.18,1.5,29.86,8.27,0.94,0.02,3075.53,52.31,0.0,68.38,76.57
PM2.5,VERY_POOR,2022-01-02 17:46:09+05:30,ACTIVE,326,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,0.86,123.42,83.8,0.0,28.74,12.97,0.94,0.0,85.43,54.87,285.9,76.54,68.95
PM2.5,MODERATE,2022-01-02 17:46:09+05:30,ACTIVE,162,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/12bd3b5b-a189-0d10-3a1f-20a0ba699d7f,0.94,32.42,20.84,0.21,28.65,63.59,0.93,0.02,1304.2,52.62,0.0,79.99,33.07
PM2.5,VERY_POOR,2022-01-02 17:46:09+05:30,ACTIVE,326,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,0.86,123.42,83.8,0.0,28.74,12.97,0.94,0.0,85.43,54.87,285.9,76.54,68.95
PM2.5,POOR,2022-01-02 17:46:10+05:30,ACTIVE,221,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/02b868e6-59f7-9359-3ae3-6feaf0e6bd9f,1.83,76.99,47.32,7.26,27.38,27.0,0.93,0.06,1510.9,55.29,94.97,78.09,92.15
NO2,SATISFACTORY,2022-01-02 17:46:10+05:30,ACTIVE,57,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0ede317b-62b5-86e2-de37-604271f37d73,0.32,12.3,6.93,0.0,28.84,51.77,0.94,0.1,4733.32,56.12,409.92,77.58,40.84
PM2.5,POOR,2022-01-02 17:46:10+05:30,ACTIVE,219,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.72,85.52,58.34,2.39,27.5,25.6,0.94,0.02,500.76,56.41,344.15,76.39,53.24
PM2.5,MODERATE,2022-01-02 17:46:10+05:30,ACTIVE,161,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0541f9dd-2787-d791-9340-c30da7750de7,1.35,50.85,31.25,0.13,29.08,31.53,0.94,0.08,1045.12,53.2,0.0,70.26,89.05
PM10,SATISFACTORY,2022-01-02 17:46:11+05:30,ACTIVE,78,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,1.03,37.62,16.97,1.56,30.59,12.36,0.94,0.06,625.37,47.41,411.07,73.74,82.96
PM2.5,VERY_POOR,2022-01-02 17:46:12+05:30,ACTIVE,350,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a1198ebc-db62-1c31-28c6-09d51441f153,1.55,171.7,110.66,2.55,28.06,48.47,0.94,0.17,1382.59,55.78,420.14,83.59,22.16
CO,SATISFACTORY,2022-01-02 17:46:12+05:30,ACTIVE,75,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/f40c0b8e-248f-9f62-414e-7e2a7065d53e,2.2,27.6,12.93,1.8,30.15,69.08,0.93,0.02,1712.98,50.13,114.32,60.22,42.28
PM2.5,POOR,2022-01-02 17:46:13+05:30,ACTIVE,249,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,0.66,89.66,62.77,2.44,30.08,24.63,0.94,0.09,1359.9,53.53,1.78,85.12,40.59
PM2.5,POOR,2022-01-02 17:46:13+05:30,ACTIVE,249,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,0.66,89.66,62.77,2.44,30.08,24.63,0.94,0.09,1359.9,53.53,1.78,85.12,40.59
PM2.5,POOR,2022-01-02 17:46:13+05:30,ACTIVE,249,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,0.66,89.66,62.77,2.44,30.08,24.63,0.94,0.09,1359.9,53.53,1.78,85.12,40.59
PM2.5,POOR,2022-01-02 17:46:13+05:30,ACTIVE,249,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,0.66,89.66,62.77,2.44,30.08,24.63,0.94,0.09,1359.9,53.53,1.78,85.12,40.59
PM2.5,VERY_POOR,2022-01-02 17:46:14+05:30,ACTIVE,307,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3c4ebd7e-00e2-3881-ca79-281a1ba5bc22,0.43,108.32,69.58,2.09,31.37,49.27,0.94,0.23,2470.93,46.29,366.23,64.97,59.1
PM2.5,VERY_POOR,2022-01-02 17:46:14+05:30,ACTIVE,328,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.9,141.31,72.75,0.02,28.55,29.76,0.94,0.01,82.95,54.47,526.55,82.37,33.97
PM2.5,SATISFACTORY,2022-01-02 17:46:15+05:30,ACTIVE,76,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b4b9e3b8-fcfa-08c2-a9c5-2093748a116c,1.08,42.46,19.8,0.76,29.71,17.47,0.94,0.09,1905.02,51.08,203.75,80.66,63.7
PM2.5,MODERATE,2022-01-02 17:46:16+05:30,ACTIVE,180,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3d3a569a-1a89-c3b6-671c-5675e4132c32,1.27,91.84,41.85,0.06,31.29,28.17,0.93,0.05,3466.29,46.0,385.84,79.34,64.58
PM2.5,VERY_POOR,2022-01-02 17:46:21+05:30,ACTIVE,345,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,0.79,156.45,96.74,4.38,28.82,79.04,0.94,0.06,1380.62,54.43,202.96,74.36,55.5
PM2.5,MODERATE,2022-01-02 17:46:22+05:30,ACTIVE,110,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/145bacfd-da11-d35f-ed80-ce7475d9bf3d,0.93,56.92,33.36,4.93,30.93,23.8,0.94,0.03,893.12,50.35,0.0,71.34,50.49
PM2.5,MODERATE,2022-01-02 18:01:09+05:30,ACTIVE,162,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/12bd3b5b-a189-0d10-3a1f-20a0ba699d7f,0.87,37.17,23.19,0.26,28.4,65.7,0.93,0.01,919.84,53.43,0.0,81.32,38.59
PM2.5,POOR,2022-01-02 18:01:09+05:30,ACTIVE,268,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2353b250-df9a-4108-8e2c-240955969d7e,1.76,144.48,71.37,1.8,29.34,4.56,0.94,0.01,1809.26,53.34,0.0,67.72,85.55
PM2.5,VERY_POOR,2022-01-02 18:01:09+05:30,ACTIVE,326,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,0.79,122.13,82.56,0.01,28.46,13.59,0.94,0.0,56.67,55.4,284.08,77.44,69.17
PM2.5,VERY_POOR,2022-01-02 18:01:09+05:30,ACTIVE,326,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,0.79,122.13,82.56,0.01,28.46,13.59,0.94,0.0,56.67,55.4,284.08,77.44,69.17
PM2.5,POOR,2022-01-02 18:01:10+05:30,ACTIVE,221,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/02b868e6-59f7-9359-3ae3-6feaf0e6bd9f,2.23,89.99,53.35,8.53,27.17,25.18,0.93,0.04,979.67,56.11,99.83,78.43,97.21
NO2,SATISFACTORY,2022-01-02 18:01:11+05:30,ACTIVE,57,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0ede317b-62b5-86e2-de37-604271f37d73,0.38,12.59,7.56,0.0,28.25,46.26,0.94,0.06,2577.63,57.2,400.24,77.98,47.84
PM10,SATISFACTORY,2022-01-02 18:01:11+05:30,ACTIVE,78,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,1.19,40.42,18.48,1.72,30.0,8.07,0.94,0.04,408.53,48.89,412.25,74.55,88.25
PM2.5,MODERATE,2022-01-02 18:01:11+05:30,ACTIVE,161,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0541f9dd-2787-d791-9340-c30da7750de7,1.41,69.0,42.14,0.0,28.8,27.72,0.94,0.05,700.38,54.03,0.0,69.03,93.63
PM2.5,POOR,2022-01-02 18:01:11+05:30,ACTIVE,219,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.73,78.57,59.08,2.35,27.2,23.11,0.94,0.01,351.47,57.23,349.2,76.5,55.63
PM2.5,POOR,2022-01-02 18:01:13+05:30,ACTIVE,249,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,1.02,90.68,62.43,2.98,29.55,20.87,0.94,0.05,852.56,54.67,0.56,85.06,49.15
PM2.5,POOR,2022-01-02 18:01:13+05:30,ACTIVE,249,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,1.02,90.68,62.43,2.98,29.55,20.87,0.94,0.05,852.56,54.67,0.56,85.06,49.15
PM2.5,VERY_POOR,2022-01-02 18:01:13+05:30,ACTIVE,350,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a1198ebc-db62-1c31-28c6-09d51441f153,1.64,174.28,112.76,2.52,27.8,48.08,0.94,0.11,938.13,56.91,410.48,83.31,22.81
PM2.5,POOR,2022-01-02 18:01:13+05:30,ACTIVE,249,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,1.02,90.68,62.43,2.98,29.55,20.87,0.94,0.05,852.56,54.67,0.56,85.06,49.15
CO,SATISFACTORY,2022-01-02 18:01:13+05:30,ACTIVE,75,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/f40c0b8e-248f-9f62-414e-7e2a7065d53e,2.08,32.48,15.19,1.62,29.74,66.08,0.93,0.01,1177.33,51.44,98.96,60.12,42.42
PM2.5,POOR,2022-01-02 18:01:13+05:30,ACTIVE,249,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,1.02,90.68,62.43,2.98,29.55,20.87,0.94,0.05,852.56,54.67,0.56,85.06,49.15
PM2.5,VERY_POOR,2022-01-02 18:01:14+05:30,ACTIVE,307,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3c4ebd7e-00e2-3881-ca79-281a1ba5bc22,0.53,115.41,74.33,2.21,30.35,44.54,0.94,0.14,1629.61,48.8,365.35,64.74,63.94
PM2.5,VERY_POOR,2022-01-02 18:01:14+05:30,ACTIVE,328,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.77,135.82,72.71,0.01,28.26,32.97,0.94,0.01,54.63,55.59,521.94,81.42,29.97
PM2.5,SATISFACTORY,2022-01-02 18:01:16+05:30,ACTIVE,76,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b4b9e3b8-fcfa-08c2-a9c5-2093748a116c,1.19,42.94,20.36,0.87,29.18,13.16,0.94,0.05,1204.74,52.61,209.82,80.56,70.54
PM2.5,MODERATE,2022-01-02 18:01:16+05:30,ACTIVE,180,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3d3a569a-1a89-c3b6-671c-5675e4132c32,1.54,107.5,45.41,0.04,30.53,23.17,0.93,0.03,1966.42,47.72,401.97,78.88,72.43
PM2.5,VERY_POOR,2022-01-02 18:01:21+05:30,ACTIVE,345,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,1.2,188.16,125.13,4.65,28.5,79.55,0.94,0.04,954.16,55.77,200.66,74.04,60.23
PM2.5,MODERATE,2022-01-02 18:01:23+05:30,ACTIVE,110,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/145bacfd-da11-d35f-ed80-ce7475d9bf3d,1.09,62.16,37.35,5.24,30.43,18.74,0.94,0.02,530.71,51.37,0.0,71.37,57.11
